"genres","word","sentiment","n"
"Animation","accomplished","positive",75
"Animation","fair","positive",75
"Animation","loses","negative",75
"Animation","melancholy","negative",75
"Animation","tender","positive",75
"Animation","unexpectedly","negative",75
"Art House & International","bored","negative",75
"Art House & International","stiff","negative",75
"Art House & International","vanity","negative",75
"Art House & International","worn","negative",75
"Classics","grandeur","positive",75
"Classics","lavish","positive",75
"Classics","pleasant","positive",75
"Comedy","arrogant","negative",75
"Comedy","calm","positive",75
"Comedy","crappy","negative",75
"Comedy","deception","negative",75
"Comedy","decline","negative",75
"Comedy","foremost","positive",75
"Comedy","handsomely","positive",75
"Comedy","loyal","positive",75
"Comedy","menace","negative",75
"Comedy","misbegotten","negative",75
"Comedy","mordant","negative",75
"Comedy","poised","positive",75
"Comedy","rebellious","negative",75
"Comedy","ripped","negative",75
"Comedy","runaway","negative",75
"Comedy","scant","negative",75
"Comedy","showdown","negative",75
"Comedy","stern","negative",75
"Documentary","beloved","positive",75
"Documentary","dirty","negative",75
"Documentary","injustice","negative",75
"Documentary","meaningful","positive",75
"Documentary","optimistic","positive",75
"Documentary","respectful","positive",75
"Documentary","strangely","negative",75
"Drama","abounds","positive",75
"Drama","audaciously","negative",75
"Drama","defeated","positive",75
"Drama","disregard","negative",75
"Drama","egregious","negative",75
"Drama","fascism","negative",75
"Drama","hateful","negative",75
"Drama","inflated","negative",75
"Drama","massacre","negative",75
"Drama","penalty","negative",75
"Drama","pinnacle","positive",75
"Drama","prodigious","positive",75
"Drama","prominent","positive",75
"Drama","sacrificed","negative",75
"Drama","sarcastic","negative",75
"Drama","uneasily","negative",75
"Drama","unsuccessful","negative",75
"Drama","worthless","negative",75
"Horror","assault","negative",75
"Horror","conspiracy","negative",75
"Horror","improves","positive",75
"Horror","intimate","positive",75
"Horror","magnificent","positive",75
"Horror","paranoid","negative",75
"Horror","suck","negative",75
"Horror","unfortunate","negative",75
"Kids & Family","cheerful","positive",75
"Kids & Family","eccentric","negative",75
"Kids & Family","irony","negative",75
"Kids & Family","miracle","positive",75
"Musical & Performing Arts","brilliantly","positive",75
"Musical & Performing Arts","oddly","negative",75
"Musical & Performing Arts","outstanding","positive",75
"Musical & Performing Arts","rough","negative",75
"Mystery & Suspense","anguish","negative",75
"Mystery & Suspense","crashes","negative",75
"Mystery & Suspense","frenzied","negative",75
"Mystery & Suspense","frustrated","negative",75
"Mystery & Suspense","idiocy","negative",75
"Mystery & Suspense","proven","positive",75
"Mystery & Suspense","revolutionary","positive",75
"Mystery & Suspense","sardonic","negative",75
"Romance","anger","negative",75
"Romance","consistent","positive",75
"Romance","cruelty","negative",75
"Romance","expertly","positive",75
"Romance","loser","negative",75
"Romance","pandering","negative",75
"Romance","satisfied","positive",75
"Romance","stronger","positive",75
"Romance","unabashedly","positive",75
"Science Fiction & Fantasy","admirably","positive",75
"Science Fiction & Fantasy","crass","negative",75
"Science Fiction & Fantasy","curse","negative",75
"Science Fiction & Fantasy","exquisitely","positive",75
"Science Fiction & Fantasy","fat","negative",75
"Science Fiction & Fantasy","inconsequential","negative",75
"Science Fiction & Fantasy","regard","positive",75
"Science Fiction & Fantasy","succeeded","positive",75
"Science Fiction & Fantasy","unnerving","negative",75
"Science Fiction & Fantasy","yawn","negative",75
"Special Interest","broken","negative",75
"Special Interest","desert","negative",75
"Special Interest","dynamic","positive",75
"Special Interest","hate","negative",75
"Special Interest","hopeful","positive",75
"Special Interest","inspiration","positive",75
"Special Interest","significant","positive",75
"Special Interest","wonderfully","positive",75
"Sports & Fitness","pretty","positive",75
"Action & Adventure","abuse","negative",74
"Action & Adventure","cracks","negative",74
"Action & Adventure","dumped","negative",74
"Action & Adventure","furiously","negative",74
"Action & Adventure","grief","negative",74
"Action & Adventure","impossibly","negative",74
"Action & Adventure","inconsistencies","negative",74
"Action & Adventure","maturity","positive",74
"Action & Adventure","merry","positive",74
"Action & Adventure","monstrous","negative",74
"Action & Adventure","nightmarish","negative",74
"Action & Adventure","undermines","negative",74
"Animation","absurd","negative",74
"Animation","ingenuity","positive",74
"Animation","lifeless","negative",74
"Animation","zippy","positive",74
"Art House & International","blunt","negative",74
"Art House & International","gloriously","positive",74
"Art House & International","oppressive","negative",74
"Art House & International","optimism","positive",74
"Art House & International","skillfully","positive",74
"Classics","breathtaking","positive",74
"Classics","nice","positive",74
"Classics","sad","negative",74
"Classics","scary","negative",74
"Comedy","angel","positive",74
"Comedy","begging","negative",74
"Comedy","congratulatory","positive",74
"Comedy","drowning","negative",74
"Comedy","gain","positive",74
"Comedy","scared","negative",74
"Comedy","sickly","negative",74
"Comedy","superfluous","negative",74
"Comedy","tempting","positive",74
"Comedy","unbelievably","negative",74
"Comedy","veritable","positive",74
"Cult Movies","funny","negative",74
"Documentary","awkward","negative",74
"Documentary","humane","positive",74
"Documentary","limits","negative",74
"Documentary","melancholy","negative",74
"Documentary","sublime","positive",74
"Drama","brighter","positive",74
"Drama","complacent","negative",74
"Drama","craven","negative",74
"Drama","dizzy","negative",74
"Drama","downhill","negative",74
"Drama","exhaustion","negative",74
"Drama","fearsome","negative",74
"Drama","languorous","negative",74
"Drama","mercilessly","negative",74
"Drama","musty","negative",74
"Drama","pointlessly","negative",74
"Drama","protective","positive",74
"Drama","softer","positive",74
"Drama","unimaginable","negative",74
"Horror","angry","negative",74
"Horror","creeping","negative",74
"Horror","cruel","negative",74
"Horror","deft","positive",74
"Horror","greatness","positive",74
"Horror","mist","negative",74
"Horror","monstrous","negative",74
"Horror","outstanding","positive",74
"Kids & Family","bloated","negative",74
"Kids & Family","cartoonish","negative",74
"Kids & Family","suitable","positive",74
"Musical & Performing Arts","shame","negative",74
"Mystery & Suspense","arbitrary","negative",74
"Mystery & Suspense","destiny","positive",74
"Mystery & Suspense","disappoints","negative",74
"Mystery & Suspense","distinction","positive",74
"Mystery & Suspense","disturbed","negative",74
"Mystery & Suspense","exploit","negative",74
"Mystery & Suspense","hopeful","positive",74
"Mystery & Suspense","shrug","negative",74
"Mystery & Suspense","streamlined","positive",74
"Mystery & Suspense","unabashedly","positive",74
"Romance","betrayal","negative",74
"Romance","compassion","positive",74
"Romance","crisp","positive",74
"Romance","disappointingly","negative",74
"Romance","glow","positive",74
"Romance","hallmark","positive",74
"Romance","neurotic","negative",74
"Romance","patient","positive",74
"Romance","proper","positive",74
"Romance","succeed","positive",74
"Romance","twisted","negative",74
"Romance","zombie","negative",74
"Science Fiction & Fantasy","awards","positive",74
"Science Fiction & Fantasy","bothered","negative",74
"Science Fiction & Fantasy","conflicts","negative",74
"Science Fiction & Fantasy","loneliness","negative",74
"Science Fiction & Fantasy","proven","positive",74
"Science Fiction & Fantasy","revolutionary","positive",74
"Science Fiction & Fantasy","scared","negative",74
"Science Fiction & Fantasy","shamelessly","negative",74
"Science Fiction & Fantasy","wisdom","positive",74
"Science Fiction & Fantasy","woefully","negative",74
"Special Interest","fame","positive",74
"Special Interest","flawed","negative",74
"Special Interest","greed","negative",74
"Special Interest","hardy","positive",74
"Special Interest","indulgent","positive",74
"Special Interest","loved","positive",74
"Special Interest","pain","negative",74
"Special Interest","progress","positive",74
"Special Interest","violent","negative",74
"Action & Adventure","anarchy","negative",73
"Action & Adventure","intimacy","positive",73
"Action & Adventure","lethargic","negative",73
"Action & Adventure","onslaught","negative",73
"Action & Adventure","scratch","negative",73
"Action & Adventure","sparkling","positive",73
"Action & Adventure","toll","negative",73
"Action & Adventure","ultimatum","negative",73
"Animation","darker","negative",73
"Animation","improvement","positive",73
"Animation","tough","positive",73
"Animation","waste","negative",73
"Art House & International","beloved","positive",73
"Art House & International","brisk","positive",73
"Art House & International","desperately","negative",73
"Art House & International","fancy","positive",73
"Art House & International","honor","positive",73
"Art House & International","limits","negative",73
"Art House & International","misguided","negative",73
"Art House & International","neatly","positive",73
"Art House & International","sink","negative",73
"Art House & International","unfamiliar","negative",73
"Art House & International","wicked","negative",73
"Classics","handsome","positive",73
"Classics","joy","positive",73
"Classics","sweeping","positive",73
"Comedy","aspire","positive",73
"Comedy","bumps","negative",73
"Comedy","cracked","negative",73
"Comedy","delicacy","positive",73
"Comedy","elegance","positive",73
"Comedy","ineptitude","negative",73
"Comedy","noteworthy","positive",73
"Comedy","pan","negative",73
"Comedy","striving","positive",73
"Comedy","syndrome","negative",73
"Comedy","unnerving","negative",73
"Comedy","yawn","negative",73
"Cult Movies","love","positive",73
"Documentary","award","positive",73
"Documentary","conspiracy","negative",73
"Documentary","courageous","positive",73
"Documentary","greatness","positive",73
"Documentary","horrific","negative",73
"Documentary","patience","positive",73
"Documentary","unfamiliar","negative",73
"Drama","assuredly","positive",73
"Drama","bankrupt","negative",73
"Drama","contradiction","negative",73
"Drama","daringly","positive",73
"Drama","fearful","negative",73
"Drama","havoc","negative",73
"Drama","impatient","negative",73
"Drama","inequality","negative",73
"Drama","poisonous","negative",73
"Drama","rabid","negative",73
"Drama","tenderly","positive",73
"Drama","trendy","positive",73
"Drama","unaffected","positive",73
"Drama","unorthodox","negative",73
"Drama","unyielding","negative",73
"Horror","attraction","positive",73
"Horror","bloodshed","negative",73
"Horror","crisis","negative",73
"Horror","misery","negative",73
"Horror","passion","positive",73
"Horror","warning","negative",73
"Kids & Family","agreeable","positive",73
"Kids & Family","concerned","negative",73
"Kids & Family","falling","negative",73
"Kids & Family","giddy","negative",73
"Kids & Family","skill","positive",73
"Kids & Family","wasted","negative",73
"Musical & Performing Arts","contrived","negative",73
"Musical & Performing Arts","sexy","positive",73
"Musical & Performing Arts","struggles","negative",73
"Mystery & Suspense","achievements","positive",73
"Mystery & Suspense","bug","negative",73
"Mystery & Suspense","crashing","negative",73
"Mystery & Suspense","deaf","negative",73
"Mystery & Suspense","decency","positive",73
"Mystery & Suspense","devilishly","negative",73
"Mystery & Suspense","diabolical","negative",73
"Mystery & Suspense","dignity","positive",73
"Mystery & Suspense","dusty","negative",73
"Mystery & Suspense","fantastically","positive",73
"Mystery & Suspense","impress","positive",73
"Mystery & Suspense","improve","positive",73
"Mystery & Suspense","incendiary","negative",73
"Mystery & Suspense","privilege","positive",73
"Mystery & Suspense","sadness","negative",73
"Mystery & Suspense","startlingly","negative",73
"Romance","biting","negative",73
"Romance","bleak","negative",73
"Romance","dust","negative",73
"Romance","enjoying","positive",73
"Romance","inconsequential","negative",73
"Romance","laughable","negative",73
"Romance","lucky","positive",73
"Romance","reputation","positive",73
"Romance","shamelessly","negative",73
"Romance","sin","negative",73
"Science Fiction & Fantasy","achievements","positive",73
"Science Fiction & Fantasy","broke","negative",73
"Science Fiction & Fantasy","burns","negative",73
"Science Fiction & Fantasy","dismal","negative",73
"Science Fiction & Fantasy","exceedingly","positive",73
"Science Fiction & Fantasy","frozen","negative",73
"Science Fiction & Fantasy","inferior","negative",73
"Science Fiction & Fantasy","magnificently","positive",73
"Science Fiction & Fantasy","obnoxious","negative",73
"Science Fiction & Fantasy","positively","positive",73
"Special Interest","cheap","negative",73
"Special Interest","compassionate","positive",73
"Special Interest","finest","positive",73
"Special Interest","killing","negative",73
"Special Interest","struggles","negative",73
"Television","powerful","positive",73
"Western","bloody","negative",73
"Western","top","positive",73
"Action & Adventure","bewildering","negative",72
"Action & Adventure","burden","negative",72
"Action & Adventure","convenient","positive",72
"Action & Adventure","masterpieces","positive",72
"Action & Adventure","overrated","negative",72
"Action & Adventure","overwhelm","negative",72
"Action & Adventure","sardonic","negative",72
"Action & Adventure","supreme","positive",72
"Art House & International","doomed","negative",72
"Art House & International","frustration","negative",72
"Art House & International","gruesome","negative",72
"Art House & International","keen","positive",72
"Art House & International","lie","negative",72
"Art House & International","praise","positive",72
"Art House & International","relief","positive",72
"Art House & International","treasure","positive",72
"Classics","appealing","positive",72
"Classics","colorful","positive",72
"Classics","gritty","negative",72
"Classics","masterful","positive",72
"Classics","taut","negative",72
"Comedy","bombastic","negative",72
"Comedy","bravado","negative",72
"Comedy","bug","negative",72
"Comedy","bullying","negative",72
"Comedy","masterfully","positive",72
"Comedy","overwhelm","negative",72
"Comedy","revival","positive",72
"Comedy","sneak","negative",72
"Comedy","temptation","negative",72
"Comedy","visionary","positive",72
"Documentary","concerns","negative",72
"Documentary","despair","negative",72
"Documentary","fake","negative",72
"Documentary","harsh","negative",72
"Documentary","pleasing","positive",72
"Documentary","swift","positive",72
"Documentary","winner","positive",72
"Drama","desolation","negative",72
"Drama","eagerly","positive",72
"Drama","fondly","positive",72
"Drama","forlorn","negative",72
"Drama","haters","negative",72
"Drama","inadequate","negative",72
"Drama","inexorably","negative",72
"Drama","insurmountable","negative",72
"Drama","meager","negative",72
"Drama","onslaught","negative",72
"Drama","outraged","negative",72
"Drama","trusting","positive",72
"Drama","zeal","positive",72
"Horror","classy","positive",72
"Horror","credible","positive",72
"Horror","flashy","positive",72
"Horror","glee","positive",72
"Horror","healthy","positive",72
"Horror","laughably","negative",72
"Horror","mesmerizing","positive",72
"Horror","peril","negative",72
"Horror","recommended","positive",72
"Horror","significant","positive",72
"Horror","sin","negative",72
"Horror","slog","negative",72
"Horror","unconvincing","negative",72
"Kids & Family","afraid","negative",72
"Kids & Family","award","positive",72
"Kids & Family","chaotic","negative",72
"Kids & Family","distinctive","positive",72
"Kids & Family","favor","positive",72
"Kids & Family","inevitable","negative",72
"Kids & Family","messy","negative",72
"Musical & Performing Arts","effectively","positive",72
"Musical & Performing Arts","unexpected","negative",72
"Musical & Performing Arts","unforgettable","positive",72
"Musical & Performing Arts","warmth","positive",72
"Mystery & Suspense","blur","negative",72
"Mystery & Suspense","contempt","negative",72
"Mystery & Suspense","exceeds","positive",72
"Mystery & Suspense","improved","positive",72
"Mystery & Suspense","mistaken","negative",72
"Mystery & Suspense","reprehensible","negative",72
"Mystery & Suspense","repulsive","negative",72
"Romance","bloom","positive",72
"Romance","clarity","positive",72
"Romance","easier","positive",72
"Romance","forbidden","negative",72
"Romance","freedom","positive",72
"Romance","keen","positive",72
"Romance","lean","positive",72
"Romance","stunningly","positive",72
"Romance","tense","negative",72
"Romance","wicked","negative",72
"Science Fiction & Fantasy","dubious","negative",72
"Science Fiction & Fantasy","hampered","negative",72
"Science Fiction & Fantasy","inconsistent","negative",72
"Science Fiction & Fantasy","lucky","positive",72
"Science Fiction & Fantasy","majestic","positive",72
"Science Fiction & Fantasy","overkill","negative",72
"Science Fiction & Fantasy","perverse","negative",72
"Science Fiction & Fantasy","sadness","negative",72
"Science Fiction & Fantasy","scarier","negative",72
"Science Fiction & Fantasy","steal","negative",72
"Special Interest","earnest","positive",72
"Special Interest","grim","negative",72
"Special Interest","madness","negative",72
"Special Interest","skill","positive",72
"Special Interest","startling","negative",72
"Special Interest","talented","positive",72
"Special Interest","worse","negative",72
"Sports & Fitness","sweet","positive",72
"Sports & Fitness","worth","positive",72
"Western","falls","negative",72
"Action & Adventure","concern","negative",71
"Action & Adventure","doomsday","negative",71
"Action & Adventure","elegantly","positive",71
"Action & Adventure","grating","negative",71
"Action & Adventure","hangs","negative",71
"Action & Adventure","liking","positive",71
"Action & Adventure","quaint","positive",71
"Action & Adventure","shocked","negative",71
"Action & Adventure","stink","negative",71
"Action & Adventure","stumble","negative",71
"Action & Adventure","sweetly","positive",71
"Action & Adventure","tops","positive",71
"Animation","confusing","negative",71
"Animation","honest","positive",71
"Animation","novelty","positive",71
"Animation","twists","negative",71
"Art House & International","apocalypse","negative",71
"Art House & International","balanced","positive",71
"Art House & International","inspire","positive",71
"Art House & International","ludicrous","negative",71
"Art House & International","perfection","positive",71
"Art House & International","pleasantly","positive",71
"Classics","awful","negative",71
"Classics","excitement","positive",71
"Classics","uneven","negative",71
"Comedy","backward","negative",71
"Comedy","breakdown","negative",71
"Comedy","disgust","negative",71
"Comedy","fresher","positive",71
"Comedy","gratifying","positive",71
"Comedy","hatred","negative",71
"Comedy","lunatic","negative",71
"Comedy","refined","positive",71
"Comedy","stinging","negative",71
"Documentary","burning","negative",71
"Documentary","capable","positive",71
"Documentary","darkness","negative",71
"Documentary","inevitable","negative",71
"Documentary","messy","negative",71
"Documentary","tense","negative",71
"Drama","breach","negative",71
"Drama","detracts","negative",71
"Drama","fortunate","positive",71
"Drama","freeze","negative",71
"Drama","happier","positive",71
"Drama","lemon","negative",71
"Drama","oblivious","negative",71
"Drama","unsavory","negative",71
"Drama","vibrantly","positive",71
"Faith & Spirituality","spiritual","positive",71
"Horror","blow","negative",71
"Horror","coherence","positive",71
"Horror","elegantly","positive",71
"Horror","glorious","positive",71
"Horror","morbid","negative",71
"Horror","painful","negative",71
"Horror","punk","negative",71
"Horror","spiritual","positive",71
"Horror","standout","positive",71
"Kids & Family","effectively","positive",71
"Kids & Family","fabulous","positive",71
"Kids & Family","likes","positive",71
"Kids & Family","parody","negative",71
"Kids & Family","profound","positive",71
"Kids & Family","tension","negative",71
"Musical & Performing Arts","beloved","positive",71
"Musical & Performing Arts","cynical","negative",71
"Musical & Performing Arts","gifted","positive",71
"Musical & Performing Arts","modest","positive",71
"Musical & Performing Arts","poor","negative",71
"Musical & Performing Arts","refreshing","positive",71
"Musical & Performing Arts","tired","negative",71
"Mystery & Suspense","atrocious","negative",71
"Mystery & Suspense","brainy","positive",71
"Mystery & Suspense","complain","negative",71
"Mystery & Suspense","fatally","negative",71
"Mystery & Suspense","forceful","negative",71
"Mystery & Suspense","galore","positive",71
"Mystery & Suspense","generous","positive",71
"Mystery & Suspense","isolated","negative",71
"Mystery & Suspense","jagged","negative",71
"Mystery & Suspense","oddity","negative",71
"Mystery & Suspense","overrated","negative",71
"Mystery & Suspense","revel","positive",71
"Mystery & Suspense","uncertain","negative",71
"Mystery & Suspense","vanity","negative",71
"Mystery & Suspense","virus","negative",71
"Romance","impressively","positive",71
"Romance","led","positive",71
"Romance","loneliness","negative",71
"Romance","maturity","positive",71
"Romance","overwhelming","negative",71
"Romance","powerfully","positive",71
"Romance","shake","negative",71
"Romance","unbelievable","negative",71
"Science Fiction & Fantasy","aspirations","positive",71
"Science Fiction & Fantasy","audacity","negative",71
"Science Fiction & Fantasy","cheerful","positive",71
"Science Fiction & Fantasy","complain","negative",71
"Science Fiction & Fantasy","crowded","negative",71
"Science Fiction & Fantasy","desert","negative",71
"Science Fiction & Fantasy","fascination","positive",71
"Science Fiction & Fantasy","greed","negative",71
"Science Fiction & Fantasy","jarring","negative",71
"Science Fiction & Fantasy","splatter","negative",71
"Science Fiction & Fantasy","strain","negative",71
"Science Fiction & Fantasy","torture","negative",71
"Special Interest","appealing","positive",71
"Special Interest","damning","negative",71
"Special Interest","disaster","negative",71
"Special Interest","glory","positive",71
"Special Interest","horrifying","negative",71
"Special Interest","lie","negative",71
"Special Interest","murder","negative",71
"Special Interest","punk","negative",71
"Special Interest","rage","negative",71
"Special Interest","refreshing","positive",71
"Special Interest","unexpectedly","negative",71
"Sports & Fitness","uplifting","positive",71
"Western","homage","positive",71
"Action & Adventure","advanced","positive",70
"Action & Adventure","arbitrary","negative",70
"Action & Adventure","catchy","positive",70
"Action & Adventure","fatally","negative",70
"Action & Adventure","funky","negative",70
"Action & Adventure","incoherence","negative",70
"Action & Adventure","ineptitude","negative",70
"Action & Adventure","longing","negative",70
"Action & Adventure","protect","positive",70
"Action & Adventure","revel","positive",70
"Action & Adventure","sobering","negative",70
"Action & Adventure","whimper","negative",70
"Animation","abominable","negative",70
"Animation","distraction","negative",70
"Animation","marvelous","positive",70
"Animation","twist","negative",70
"Art House & International","adventurous","positive",70
"Art House & International","convincingly","positive",70
"Art House & International","destruction","negative",70
"Art House & International","extraordinarily","positive",70
"Art House & International","ignore","negative",70
"Art House & International","masters","positive",70
"Art House & International","paradise","positive",70
"Art House & International","recommended","positive",70
"Art House & International","sinister","negative",70
"Classics","engrossing","positive",70
"Classics","imaginative","positive",70
"Classics","lively","positive",70
"Classics","remarkably","positive",70
"Classics","shock","negative",70
"Classics","thrills","positive",70
"Comedy","accidental","negative",70
"Comedy","acclaimed","positive",70
"Comedy","bless","positive",70
"Comedy","cheaper","positive",70
"Comedy","crashes","negative",70
"Comedy","frolic","positive",70
"Comedy","grind","negative",70
"Comedy","humming","negative",70
"Comedy","indifference","negative",70
"Comedy","intermittent","negative",70
"Comedy","intolerable","negative",70
"Comedy","killed","negative",70
"Comedy","mastery","positive",70
"Comedy","polite","positive",70
"Comedy","respite","positive",70
"Comedy","threatening","negative",70
"Comedy","transparent","positive",70
"Documentary","calm","positive",70
"Documentary","eager","positive",70
"Documentary","enemies","negative",70
"Documentary","evocative","positive",70
"Documentary","exquisite","positive",70
"Documentary","humble","positive",70
"Documentary","shake","negative",70
"Drama","addicts","negative",70
"Drama","adroit","positive",70
"Drama","atrocity","negative",70
"Drama","dashing","positive",70
"Drama","debauchery","negative",70
"Drama","enliven","positive",70
"Drama","fabulously","positive",70
"Drama","generously","positive",70
"Drama","illicit","negative",70
"Drama","misdirection","negative",70
"Drama","misfit","negative",70
"Drama","misleading","negative",70
"Drama","neglect","negative",70
"Drama","stagnant","negative",70
"Drama","strict","negative",70
"Faith & Spirituality","funny","negative",70
"Horror","brutally","negative",70
"Horror","clean","positive",70
"Horror","drags","negative",70
"Horror","gloriously","positive",70
"Horror","marvel","positive",70
"Horror","weirdly","negative",70
"Kids & Family","bother","negative",70
"Kids & Family","dynamic","positive",70
"Kids & Family","exuberant","positive",70
"Kids & Family","flair","negative",70
"Kids & Family","heck","negative",70
"Kids & Family","ideal","positive",70
"Kids & Family","quiet","positive",70
"Kids & Family","sadness","negative",70
"Kids & Family","steals","negative",70
"Kids & Family","straightforward","positive",70
"Musical & Performing Arts","friendly","positive",70
"Musical & Performing Arts","sublime","positive",70
"Musical & Performing Arts","thoughtful","positive",70
"Mystery & Suspense","appalling","negative",70
"Mystery & Suspense","breakdown","negative",70
"Mystery & Suspense","celebrated","positive",70
"Mystery & Suspense","crushing","negative",70
"Mystery & Suspense","dedicated","positive",70
"Mystery & Suspense","illegal","negative",70
"Mystery & Suspense","lavish","positive",70
"Mystery & Suspense","monstrous","negative",70
"Mystery & Suspense","moronic","negative",70
"Mystery & Suspense","robust","positive",70
"Mystery & Suspense","spook","negative",70
"Mystery & Suspense","unsure","negative",70
"Romance","dislike","negative",70
"Romance","gloriously","positive",70
"Romance","innovative","positive",70
"Romance","lie","negative",70
"Romance","mistaken","negative",70
"Romance","precise","positive",70
"Romance","recommended","positive",70
"Romance","regret","negative",70
"Romance","shocking","negative",70
"Romance","survival","positive",70
"Romance","unfortunate","negative",70
"Science Fiction & Fantasy","confounding","negative",70
"Science Fiction & Fantasy","continuity","positive",70
"Science Fiction & Fantasy","crisp","positive",70
"Science Fiction & Fantasy","disastrous","negative",70
"Science Fiction & Fantasy","insanity","negative",70
"Science Fiction & Fantasy","peace","positive",70
"Science Fiction & Fantasy","recommendation","positive",70
"Science Fiction & Fantasy","rollercoaster","negative",70
"Science Fiction & Fantasy","sucked","negative",70
"Science Fiction & Fantasy","sufficiently","positive",70
"Science Fiction & Fantasy","terrifically","positive",70
"Special Interest","accomplished","positive",70
"Special Interest","endearing","positive",70
"Special Interest","irony","negative",70
"Special Interest","likable","positive",70
"Sports & Fitness","winning","positive",70
"Western","excellent","positive",70
"Action & Adventure","anemic","negative",69
"Action & Adventure","blistering","negative",69
"Action & Adventure","excessively","negative",69
"Action & Adventure","ferocity","negative",69
"Action & Adventure","knife","negative",69
"Action & Adventure","mightily","positive",69
"Action & Adventure","murderous","negative",69
"Action & Adventure","ordeal","negative",69
"Action & Adventure","puppet","negative",69
"Action & Adventure","puppets","negative",69
"Action & Adventure","tortured","negative",69
"Action & Adventure","undermined","negative",69
"Animation","capable","positive",69
"Animation","macabre","negative",69
"Animation","richly","positive",69
"Animation","uplifting","positive",69
"Art House & International","alienation","negative",69
"Art House & International","comfort","positive",69
"Art House & International","fictional","negative",69
"Art House & International","frustratingly","negative",69
"Art House & International","gold","positive",69
"Art House & International","ideal","positive",69
"Art House & International","inevitably","negative",69
"Art House & International","infuriating","negative",69
"Art House & International","jarring","negative",69
"Art House & International","limitations","negative",69
"Art House & International","macabre","negative",69
"Art House & International","satisfy","positive",69
"Art House & International","sobering","negative",69
"Art House & International","stimulating","positive",69
"Art House & International","strike","negative",69
"Art House & International","strongest","positive",69
"Classics","doubt","negative",69
"Comedy","blithe","positive",69
"Comedy","chic","positive",69
"Comedy","competitive","positive",69
"Comedy","crashing","negative",69
"Comedy","devilishly","negative",69
"Comedy","excessively","negative",69
"Comedy","glitter","positive",69
"Comedy","inconsistencies","negative",69
"Comedy","insufferably","negative",69
"Comedy","isolation","negative",69
"Comedy","pretense","negative",69
"Comedy","propaganda","negative",69
"Comedy","rivalry","negative",69
"Comedy","sags","negative",69
"Comedy","sorrow","negative",69
"Comedy","tortured","negative",69
"Comedy","vain","negative",69
"Documentary","desperate","negative",69
"Documentary","favor","positive",69
"Documentary","inevitably","negative",69
"Documentary","lucky","positive",69
"Documentary","unknown","negative",69
"Drama","apathy","negative",69
"Drama","baffled","negative",69
"Drama","carefree","positive",69
"Drama","delusional","negative",69
"Drama","glitz","positive",69
"Drama","idyllic","positive",69
"Drama","injustices","negative",69
"Drama","jerky","negative",69
"Drama","rapture","positive",69
"Drama","skeptical","negative",69
"Drama","unnervingly","negative",69
"Drama","upscale","positive",69
"Drama","weariness","negative",69
"Horror","blind","negative",69
"Horror","cave","negative",69
"Horror","cruelty","negative",69
"Horror","disbelief","negative",69
"Horror","elevate","positive",69
"Horror","glory","positive",69
"Horror","heck","negative",69
"Horror","ignore","negative",69
"Horror","limitations","negative",69
"Horror","rage","negative",69
"Horror","unrelenting","negative",69
"Kids & Family","chaos","negative",69
"Kids & Family","courage","positive",69
"Kids & Family","festive","positive",69
"Kids & Family","grim","negative",69
"Kids & Family","groundbreaking","positive",69
"Kids & Family","successfully","positive",69
"Musical & Performing Arts","affection","positive",69
"Musical & Performing Arts","enchanting","positive",69
"Musical & Performing Arts","likable","positive",69
"Musical & Performing Arts","mad","negative",69
"Musical & Performing Arts","suffers","negative",69
"Musical & Performing Arts","winner","positive",69
"Mystery & Suspense","blah","negative",69
"Mystery & Suspense","bloom","positive",69
"Mystery & Suspense","collapse","negative",69
"Mystery & Suspense","confront","negative",69
"Mystery & Suspense","gloom","negative",69
"Mystery & Suspense","haywire","negative",69
"Mystery & Suspense","prowess","positive",69
"Mystery & Suspense","slap","negative",69
"Mystery & Suspense","toll","negative",69
"Mystery & Suspense","undercut","negative",69
"Mystery & Suspense","vulgar","negative",69
"Romance","cheer","positive",69
"Romance","crash","negative",69
"Romance","despair","negative",69
"Romance","elegance","positive",69
"Romance","imperfect","negative",69
"Romance","profanity","negative",69
"Romance","suffer","negative",69
"Science Fiction & Fantasy","amuse","positive",69
"Science Fiction & Fantasy","chilly","negative",69
"Science Fiction & Fantasy","conspiracy","negative",69
"Science Fiction & Fantasy","fatal","negative",69
"Science Fiction & Fantasy","gasp","negative",69
"Science Fiction & Fantasy","insult","negative",69
"Science Fiction & Fantasy","louder","negative",69
"Science Fiction & Fantasy","obsession","positive",69
"Science Fiction & Fantasy","pale","negative",69
"Science Fiction & Fantasy","problematic","negative",69
"Science Fiction & Fantasy","reliable","positive",69
"Science Fiction & Fantasy","tricky","negative",69
"Science Fiction & Fantasy","unabashedly","positive",69
"Science Fiction & Fantasy","virtue","positive",69
"Special Interest","bright","positive",69
"Action & Adventure","brainy","positive",68
"Action & Adventure","bust","negative",68
"Action & Adventure","envy","positive",68
"Action & Adventure","fondly","positive",68
"Action & Adventure","heartless","negative",68
"Action & Adventure","ludicrously","negative",68
"Action & Adventure","suffice","positive",68
"Action & Adventure","unbelievably","negative",68
"Action & Adventure","wrought","negative",68
"Animation","golden","positive",68
"Animation","lies","negative",68
"Animation","modest","positive",68
"Art House & International","brutally","negative",68
"Art House & International","ease","positive",68
"Art House & International","enthusiasm","positive",68
